Judul,Harga,Harga per m²,Alamat,Kamar,Luas Tanah,Luas Bangunan,Kepemilikan Tanah,Pertumbuhan IHPR YoY,Suku Bunga KPR Nasional,Ac,Akses 24/7,Akses mobil,Akses wifi,Atm center,Balkon,Bank,Bathtub,Carport,Cctv,Garasi,Gorden,Gym,Internet berkecepatan,Jogging track,Kamar mandi,Kasur,Keamanan 24 jam,Kitchen set,Kolam publik,Kolam renang,Kompor,Kulkas,Lantai,Lemari pakaian,Listrik,Microwave,Minimarket,Musholla,Oven,Perabot,Pompa air,Restoran,Shower,Sumber air,Taman,Tangki air,Telepon,Tempat parkir,Water heater
Dijual Rumah 1.2 M 3 Lt di Gunungsari Indah,"Rp1,2 M","Rp12,5 Jt/m²","Kel. Wiyung, Kec. Wiyung, Kota Surabaya",4 Kamar Tidur,Luas Tanah 96m²,Luas Bangunan 185m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,2200,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0
Dijual Rumah Oper Kredit Tanpa Survei Tanpa BI di Greenmansion Juanda Tahap4,Rp100 Jt,"Rp1,1 Jt/m²","Kel. Penjaringansari (Penjaringan Sari), Kec. Rungkut, Kota Surabaya",3 Kamar Tidur,Luas Tanah 90m²,Luas Bangunan 72m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
"Dijual Rumah Dekat Medokan Ayu, Kedung Baruk Bisa Untuk Kos2an di Jl. Putra Bangsa","Rp1,5 M","Rp11,7 Jt/m²","Kel. Medokan Ayu, Kec. Rungkut, Kota Surabaya",8 Kamar Tidur,Luas Tanah 128m²,Luas Bangunan 168m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
Dijual Rumah Villa Kalijudan Surabaya di Villa Kalijudan Surabaya,"Rp1,9 M","Rp19,8 Jt/m²","Kel. Mulyorejo, Kec. Mulyorejo, Kota Surabaya",4 Kamar Tidur,Luas Tanah 100m²,Luas Bangunan 160m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,1,0,0,0
Dijual Rumah di Medokan Sawah di Medokan Sawah,Rp685 Jt,"Rp6,9 Jt/m²","Kel. Medokan Ayu, Kec. Rungkut, Kota Surabaya",2 Kamar Tidur,Luas Tanah 100m²,Luas Bangunan 90m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
Dijual Rumah Kos2 An Aktif di Jl Petemon Barat 97b,Rp700 Jt,"Rp6,1 Jt/m²","Kel. Kupang Krajan, Kec. Sawahan, Kota Surabaya",6 Kamar Tidur,Luas Tanah 115m²,Luas Bangunan 99m²,Hak Guna Bangunan,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
Dijual Rumah Lokasi Strategis Dekat Mall di Citraland Bukit Golf,"Rp7,9 M","Rp26,3 Jt/m²","Kel. Lontar, Kec. Sambikerep, Kota Surabaya",6 Kamar Tidur,Luas Tanah 300m²,Luas Bangunan 470m²,Hak Guna Bangunan,1.05%,10.38%,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,7,0,1,1,0,0,0,0,2,0,6600,0,0,0,0,Perabot,1,0,0,PAM,0,0,0,0,0
Dijual Rumah Dharmahusada Indah Surabaya di Dharmahusada Indah,"Rp9,9 M","Rp19,8 Jt/m²","Kel. Mulyorejo, Kec. Mulyorejo, Kota Surabaya",5 Kamar Tidur,Luas Tanah 500m²,Luas Bangunan 600m²,Sertifikat Hak Milik,1.05%,10.38%,1,0,3,0,0,1,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,2,0,16500,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0
Dijual Rumah Siap Huni di Royal Ketintang Regency,"Rp2,8 M","Rp15,6 Jt/m²","Kel. Ketintang, Kec. Gayungan, Kota Surabaya",3 Kamar Tidur,Luas Tanah 180m²,Luas Bangunan 180m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4400,0,0,0,0,Perabot,1,0,1,PAM,0,1,0,0,0
Dijual Rumah Gunung Anyar Surabaya Timur di Perumahan Gunung Anyar,Rp750 Jt,"Rp12,5 Jt/m²","Kel. Gunung Anyar Tambak, Kec. Gunung Anyar (Gununganyar), Kota Surabaya",3 Kamar Tidur,Luas Tanah 60m²,Luas Bangunan 130m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,1300,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0
Dijual Rumah Murah Dekat Kampus Unair di Dekat Kampus Unair,Rp300 Jt,Rp15 Jt/m²,"Kel. Pacarkeling (Pacar Keling), Kec. Tambaksari, Kota Surabaya",2 Kamar Tidur,Luas Tanah 20m²,Luas Bangunan 40m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,Perabot,1,0,1,PDAM,0,1,0,0,0
Dijual Rumah Lokasi Medayu Utara Surabaya di Medayu Utara Surabaya,"Rp1,5 M","Rp9,4 Jt/m²","Kel. Medokan Ayu, Kec. Rungkut, Kota Surabaya",4 Kamar Tidur,Luas Tanah 160m²,Luas Bangunan 240m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,0,1,0,2,0,3500,0,0,0,1,Perabot,0,0,0,PAM,0,0,0,0,0
Dijual Rumah Minimalis Modern Dekat Merr di Rungkut Barata,"Rp1,4 M","Rp9,7 Jt/m²","Kel. Rungkut Menanggal, Kec. Gunung Anyar (Gununganyar), Kota Surabaya",4 Kamar Tidur,Luas Tanah 150m²,Luas Bangunan 160m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,2,0,0,0,0,0,0,Perabot,1,0,1,PDAM,0,0,0,0,0
Dijual Rumah 1 Lantai Siap Huni Di Cluster Rungkut di Citra Medayu,Rp750 Jt,"Rp10,4 Jt/m²","Kel. Medokan Ayu, Kec. Rungkut, Kota Surabaya",2 Kamar Tidur,Luas Tanah 72m²,Luas Bangunan 45m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Perabot,0,0,1,PDAM,0,1,0,0,0
Dijual Rumah 3KT 102m² di Manukan Lor II A No 120,Rp360 Jt,"Rp3,5 Jt/m²","Kel. Manukan Kulon, Kec. Tandes, Kota Surabaya",3 Kamar Tidur,Luas Tanah 102m²,Luas Bangunan 103m²,Hak Guna Bangunan,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
Dijual Rumah 2KT 72m² di KANDANGAN BELAKANG RS BUNDA DAN PASAR,Rp430 Jt,Rp6 Jt/m²,"Kel. Kandangan, Kec. Benowo, Kota Surabaya",2 Kamar Tidur,Luas Tanah 72m²,Luas Bangunan 80m²,Girik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
Dijual Rumah di Jl Medokan Semampir Selatan Lll No 6 Sby,Rp950 Jt,Rp7 Jt/m²,"Kel. Medokan Semampir, Kec. Sukolilo, Kota Surabaya",8 Kamar Tidur,Luas Tanah 135m²,Luas Bangunan 120m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
Dijual Rumah di Merr,Rp850 Jt,Rp11 Jt/m²,"Kel. Penjaringansari (Penjaringan Sari), Kec. Rungkut, Kota Surabaya",2 Kamar Tidur,Luas Tanah 77m²,Luas Bangunan 70m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
Dijual Rumah di Jl. Bhaktihusada,"Rp4,7 M","Rp12,6 Jt/m²","Kel. Mojo, Kec. Gubeng, Kota Surabaya",3 Kamar Tidur,Luas Tanah 372m²,Luas Bangunan 190m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
Dijual Rumah Rumah On Progress Chalidana Grub Wiyung di Gunung Sari Indah,"Rp1,3 M","Rp15,6 Jt/m²","Kel. Wiyung, Kec. Wiyung, Kota Surabaya",4 Kamar Tidur,Luas Tanah 87m²,Luas Bangunan 86m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,1,PDAM,0,0,0,0,0
Dijual Rumah Mulyosari Prima Surabaya Semi Furnished Lis di Mulyosari Prima,"Rp1,7 M",Rp20 Jt/m²,"Kel. Mulyorejo, Kec. Mulyorejo, Kota Surabaya",3 Kamar Tidur,Luas Tanah 85m²,Luas Bangunan 140m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,4400,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
"Dijual Rumah Ngantong, Dekat Tp, Cocok Utk Usaha Dan Kost2an di Kedungdoro, Dekat TP, Sby","Rp3,7 M","Rp7,4 Jt/m²","Kel. Kedungdoro, Kec. Tegalsari, Kota Surabaya",4 Kamar Tidur,Luas Tanah 507m²,Luas Bangunan 450m²,Hak Guna Bangunan,1.05%,10.38%,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,3,0,1,0,0,0,0,0,1,0,3500,0,0,0,0,Perabot,1,0,0,PAM,0,0,0,0,0
Dijual Rumah Murah Under Market Siap Huni di Perum YKP Pandugo Rungkut Surabaya Timur,Rp800 Jt,"Rp7,6 Jt/m²","Kel. Penjaringansari (Penjaringan Sari), Kec. Rungkut, Kota Surabaya",2 Kamar Tidur,Luas Tanah 105m²,Luas Bangunan 105m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0
Dijual Rumah Kolonial Belanda di TAMBAKSARI,Rp5 M,"Rp15,1 Jt/m²","Kel. Tambaksari, Kec. Tambaksari, Kota Surabaya",6 Kamar Tidur,Luas Tanah 331m²,Luas Bangunan 155m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,3,0,1,0,0,0,1,0,0,0,1,0,0,4,0,1,0,0,0,0,0,1,0,1300,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0
Dijual Rumah View Villa di Lakarsantri,Rp250 Jt,"Rp4,2 Jt/m²","Kel. Lakarsantri (Lakar Santri), Kec. Lakarsantri, Kota Surabaya",2 Kamar Tidur,Luas Tanah 60m²,Luas Bangunan 60m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1300,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0
Dijual Rumah 1 Lantai 3KT 288m² di Bendul Merisi Selatan,"Rp3,2 M","Rp11,3 Jt/m²","Kel. Bendul Merisi, Kec. Wonocolo, Kota Surabaya",3 Kamar Tidur,Luas Tanah 288m²,Luas Bangunan 200m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,3500,0,0,0,0,Perabot,1,0,0,PAM,0,0,1,0,0
Dijual Rumah Second Berkualitas di Dharmahusada Indah Barat,"Rp5,9 M","Rp15,7 Jt/m²","Kel. Mojo, Kec. Gubeng, Kota Surabaya",6 Kamar Tidur,Luas Tanah 375m²,Luas Bangunan 300m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0
Dijual Rumah Baru 1Lt di Lebak Indah.10menit Ke UNAIR di Jl Lebak Indah,Rp650 Jt,"Rp10,5 Jt/m²","Kel. Gading, Kec. Tambaksari, Kota Surabaya",2 Kamar Tidur,Luas Tanah 62m²,Luas Bangunan 50m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
Dijual Rumah Pribadi dan Kos Kos An di Jl Girilaya 8 No 21 dan Jl Girilaya 9 No 8a,"Rp2,1 M","Rp5,2 Jt/m²","Kel. Banyu Urip, Kec. Sawahan, Kota Surabaya",12 Kamar Tidur,Luas Tanah 406m²,Luas Bangunan 200m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
Dijual Rumah Jojoran Mojo Surabaya di Jojoran Surabaya,"Rp1,7 M","Rp18,7 Jt/m²","Kel. Mojo, Kec. Gubeng, Kota Surabaya",4 Kamar Tidur,Luas Tanah 91m²,Luas Bangunan 130m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,2200,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0
Dijual Rumah Medokan Sawah Timur Rungkut Harga Termurahhh di Medokan Sawah Timur Rungku,Rp685 Jt,"Rp6,9 Jt/m²","Kel. Medokan Ayu, Kec. Rungkut, Kota Surabaya",2 Kamar Tidur,Luas Tanah 100m²,Luas Bangunan 90m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
Dijual Rumah Murah di Rumah Murah Citraland Utara Nortwest Lake,"Rp1,7 M","Rp17,7 Jt/m²","Kel. Sambikerep, Kec. Sambikerep, Kota Surabaya",3 Kamar Tidur,Luas Tanah 96m²,Luas Bangunan 105m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
Dijual Rumah Rmh Baru Shm di Lebak Indah Bisa Kpr di Jl Lebak Indah Utara,Rp775 Jt,"Rp9,7 Jt/m²","Kel. Dukuh Setro, Kec. Tambaksari, Kota Surabaya",3 Kamar Tidur,Luas Tanah 80m²,Luas Bangunan 70m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
Dijual Rumah di Jl Bentul VI No 7,"Rp2,2 M",Rp11 Jt/m²,"Kel. Jagir, Kec. Wonokromo, Kota Surabaya",4 Kamar Tidur,Luas Tanah 200m²,Luas Bangunan 200m²,-,1.05%,10.38%,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,1,0,1,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
Dijual Rumah Lingkungan Nyaman Dekat Sekolah di Jl Manukan Madya Blok C17,"Rp1,5 M","Rp13,9 Jt/m²","Kel. Manukan Kulon, Kec. Tandes, Kota Surabaya",2 Kamar Tidur,Luas Tanah 108m²,Luas Bangunan 108m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1300,0,0,0,1,Perabot,0,0,0,PAM,0,0,0,0,1
Dijual Rumah Siap Huni Dekat Mall di Citraland Bukit Golf,Rp12 M,"Rp17,1 Jt/m²","Kel. Lakarsantri (Lakar Santri), Kec. Lakarsantri, Kota Surabaya",1 Kamar Tidur,Luas Tanah 700m²,Luas Bangunan 1400m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,3,0,1,0,0,0,3,1,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,6600,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,1
Dijual Rumah Siap Huni Dekat Mall di Rungkut Mejoyo Selatan X,"Rp3,6 M","Rp12,3 Jt/m²","Kel. Kalirungkut (Kali Rungkut), Kec. Rungkut, Kota Surabaya",11 Kamar Tidur,Luas Tanah 300m²,Luas Bangunan 280m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,11,0,1,0,0,0,0,0,1,0,5500,0,0,0,0,Perabot,1,0,0,PAM,0,0,0,0,0
Dijual Rumah Siap Huni Dekat Mall di Citraland Bukit Golf,"Rp7,1 M","Rp18,8 Jt/m²","Kel. Lakarsantri (Lakar Santri), Kec. Lakarsantri, Kota Surabaya",6 Kamar Tidur,Luas Tanah 377m²,Luas Bangunan 565m²,Hak Guna Bangunan,1.05%,10.38%,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6,0,1,0,1,0,0,0,2,0,0,0,0,0,0,Perabot,1,0,0,PDAM,0,0,0,0,0
Dijual Rumah Full Furnish Bebas Banjir di Villavalensia,"Rp5,3 M","Rp15,4 Jt/m²","Kel. Lontar, Kec. Sambikerep, Kota Surabaya",6 Kamar Tidur,Luas Tanah 345m²,Luas Bangunan 370m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,3,0,1,0,0,0,1,1,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,7700,0,0,0,0,Perabot,1,0,0,PAM,0,0,0,0,0
Dijual Rumah Lokasi Strategis di Pakuwon Indah Cluster Imperial Golf,"Rp8,7 M","Rp26,4 Jt/m²","Kel. Lontar, Kec. Sambikerep, Kota Surabaya",5 Kamar Tidur,Luas Tanah 330m²,Luas Bangunan 491m²,Hak Guna Bangunan,1.05%,10.38%,0,0,2,0,1,0,1,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,4400,0,0,0,0,Perabot,0,1,0,PAM,0,0,0,0,0
Dijual Rumah Siap Huni Murah Butuh Uang Kutisari Kendangsari di Kutisari,"Rp1,2 M","Rp3,8 Jt/m²","Kel. Kutisari, Kec. Tenggilis Mejoyo, Kota Surabaya",5 Kamar Tidur,Luas Tanah 330m²,Luas Bangunan 280m²,Sertifikat Hak Milik,1.05%,10.38%,1,0,2,0,0,0,0,0,0,1,2,0,0,0,1,3,0,1,0,0,0,0,0,2,0,1300,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0
Dijual Rumah Step di Pogot Kenjeran,Rp1 M,"Rp15,6 Jt/m²","Kel. Tanah Kali Kedinding, Kec. Kenjeran, Kota Surabaya",2 Kamar Tidur,Luas Tanah 65m²,Luas Bangunan 62m²,-,1.05%,10.38%,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
Dijual Rumah Strategis di Kejawan Putih Mulyorejo,"Rp1,3 M","Rp18,4 Jt/m²","Kel. Kejawaan Putih Tambak (Kejawen Putih Tambak), Kec. Mulyorejo, Kota Surabaya",3 Kamar Tidur,Luas Tanah 72m²,Luas Bangunan 102m²,-,1.05%,10.38%,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,1,0,0
Dijual Rumah Strategis Komersial Pusat Kota di Jl Nias,Rp18 M,"Rp22,5 Jt/m²","Kel. Gubeng, Kec. Gubeng, Kota Surabaya",7 Kamar Tidur,Luas Tanah 800m²,Luas Bangunan 600m²,Sertifikat Hak Milik,1.05%,10.38%,1,0,3,0,0,0,0,0,2,0,0,1,0,0,0,6,0,0,0,0,0,0,0,1,0,7700,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0
Dijual Rumah Ketintang Surabaya di Ketintang Surabaya,"Rp3,9 M","Rp18,8 Jt/m²","Kel. Ketintang, Kec. Gayungan, Kota Surabaya",5 Kamar Tidur,Luas Tanah 210m²,Luas Bangunan 290m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,5,0,1,1,0,0,0,0,2,0,3500,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0
Dijual Rumah Jln Kedung Anyar 2 di Jln. Kedung Anyar 2,Rp700 Jt,"Rp4,9 Jt/m²","Kel. Sawahan, Kec. Sawahan, Kota Surabaya",3 Kamar Tidur,Luas Tanah 142m²,Luas Bangunan 142m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,1,0,1,0,1,0,0,1,Perabot,0,0,1,PDAM,0,0,0,0,0
Dijual Rumah Strategis Ahmad Yani Belakang Trans Icon Murah di Jl Gayungan,"Rp1,5 M","Rp15,6 Jt/m²","Kel. Gayungan, Kec. Gayungan, Kota Surabaya",3 Kamar Tidur,Luas Tanah 96m²,Luas Bangunan 85m²,Hak Guna Bangunan,1.05%,10.38%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Perabot,0,0,1,PDAM,0,0,0,1,0
Dijual Rumah Siap Huni di Pantai Mentari,"Rp1,9 M","Rp19,1 Jt/m²","Kel. Sidotopo/Sidoropo Wetan, Kec. Kenjeran, Kota Surabaya",3 Kamar Tidur,Luas Tanah 102m²,Luas Bangunan 114m²,Sertifikat Hak Milik,1.05%,10.38%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,1,0,0,0
Dijual Rumah Murah Surabaya Kota di Jojoran,Rp300 Jt,Rp15 Jt/m²,"Kel. Pacarkembang (Pacar Kembang), Kec. Tambaksari, Kota Surabaya",2 Kamar Tidur,Luas Tanah 20m²,Luas Bangunan 40m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,Perabot,1,0,1,PDAM,0,1,0,0,0
Dijual Rumah Baru Semalang Indah di Wisma Mukti,"Rp2,3 M",Rp23 Jt/m²,"Kel. Mulyorejo, Kec. Mulyorejo, Kota Surabaya",4 Kamar Tidur,Luas Tanah 100m²,Luas Bangunan 147m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,1,0,0,0
Dijual Rumah BARU GRAND ISLAND PAKUWON CITY SURABAYA di Pakuwon City,"Rp6,8 M","Rp31,5 Jt/m²","Kel. Kejawaan Putih Tambak (Kejawen Putih Tambak), Kec. Mulyorejo, Kota Surabaya",4 Kamar Tidur,Luas Tanah 216m²,Luas Bangunan 267m²,Sertifikat Hak Milik,1.05%,10.38%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,2,0,0,0,1,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
Dijual Rumah di Kutisari Indah Surabaya Kota,"Rp2,5 M","Rp10,9 Jt/m²","Kel. Kutisari, Kec. Tenggilis Mejoyo, Kota Surabaya",6 Kamar Tidur,Luas Tanah 235m²,Luas Bangunan 300m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
Dijual Rumah Anjasmoro Surabaya di Anjasmoro,Rp41 M,"Rp35,7 Jt/m²","Kel. Sawahan, Kec. Sawahan, Kota Surabaya",8 Kamar Tidur,Luas Tanah 1148m²,Luas Bangunan 550m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,16500,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0
Dijual Rumah Minimalis Modern di Greenville Babatan Pantai Dekat Pakuwon City,"Rp3,3 M","Rp21,6 Jt/m²","Kel. Dukuh Sutorejo, Kec. Mulyorejo, Kota Surabaya",3 Kamar Tidur,Luas Tanah 153m²,Luas Bangunan 240m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,1,0,0,PAM,0,1,0,0,1
Dijual Rumah Bagus Murah Strategis Lontar Sambikerep Jelidro di Lontar Perumahan,Rp777 Jt,"Rp6,5 Jt/m²","Kel. Lontar, Kec. Sambikerep, Kota Surabaya",4 Kamar Tidur,Luas Tanah 120m²,Luas Bangunan 150m²,Sertifikat Hak Milik,1.05%,10.38%,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,2,0,1300,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0
Dijual Rumah Murah Rungkut Surabaya Timur di MERR,Rp575 Jt,"Rp11,5 Jt/m²","Kel. Medokan Ayu, Kec. Rungkut, Kota Surabaya",2 Kamar Tidur,Luas Tanah 50m²,Luas Bangunan 50m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1300,0,0,0,0,Perabot,0,0,0,PAM,0,1,0,0,0
Dijual Rumah Dharmahusada Indah Utara di Dharmahusada Indah Utara,"Rp5,4 M",Rp12 Jt/m²,"Kel. Mulyorejo, Kec. Mulyorejo, Kota Surabaya",5 Kamar Tidur,Luas Tanah 450m²,Luas Bangunan 550m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,5,0,1,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0
