Judul,Harga,Harga per m²,Alamat,Kamar,Luas Tanah,Luas Bangunan,Kepemilikan Tanah,Pertumbuhan IHPR YoY,Suku Bunga KPR Nasional,Ac,Akses 24/7,Akses mobil,Akses wifi,Atm center,Balkon,Bank,Bathtub,Carport,Cctv,Garasi,Gorden,Gym,Internet berkecepatan,Jogging track,Kamar mandi,Kasur,Keamanan 24 jam,Kitchen set,Kolam publik,Kolam renang,Kompor,Kulkas,Lantai,Lemari pakaian,Listrik,Microwave,Minimarket,Musholla,Oven,Perabot,Pompa air,Restoran,Shower,Sumber air,Taman,Tangki air,Telepon,Tempat parkir,Water heater
"Dijual Rumah Jemur Andayani Dekat Rungkut,Waru,Surabaya Kota di Jemur Andayani- Surabaya Kota","Rp2,9 M","Rp10,2 Jt/m²","Kel. Jemur Wonosari, Kec. Wonocolo, Kota Surabaya",2 Kamar Tidur,Luas Tanah 285m²,Luas Bangunan 90m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0
Dijual Rumah Baru Mulyosari Surabaya di Mulyosari Utara,"Rp2,4 M","Rp20,4 Jt/m²","Kel. Mulyorejo, Kec. Mulyorejo, Kota Surabaya",4 Kamar Tidur,Luas Tanah 120m²,Luas Bangunan 170m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
"Dijual Rumah Baru SMART HOME Dekat UC, HOKKY Buah, RS CIPUTRA di Jl.Bukit Golf Internasional Citraland","Rp8,3 M","Rp27,7 Jt/m²","Kel. Lakarsantri (Lakar Santri), Kec. Lakarsantri, Kota Surabaya",5 Kamar Tidur,Luas Tanah 300m²,Luas Bangunan 475m²,Hak Guna Bangunan,1.05%,10.38%,1,1,3,1,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0
Dijual Rumah Kutisari Semi Furnished Tengah Kota Surabaya di Tenggilis,"Rp1,2 M","Rp14,6 Jt/m²","Kel. Kutisari, Kec. Tenggilis Mejoyo, Kota Surabaya",4 Kamar Tidur,Luas Tanah 82m²,Luas Bangunan 120m²,Sertifikat Hak Milik,1.05%,10.38%,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,0,0,0,2,0,4400,0,0,0,0,Perabot,0,0,0,PAM,0,1,0,0,0
Dijual Rumah Murah Dian Regency Keputih Sukolilo di Keputih Dian Regency,"Rp1,1 M",Rp12 Jt/m²,"Kel. Keputih, Kec. Sukolilo, Kota Surabaya",2 Kamar Tidur,Luas Tanah 96m²,Luas Bangunan 72m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1300,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,1
Dijual Rumah Mulyosari Prima Utara Surabaya di Mulyosari Prima Utara,"Rp1,3 M","Rp22,5 Jt/m²","Kel. Kalisari, Kec. Mulyorejo, Kota Surabaya",3 Kamar Tidur,Luas Tanah 60m²,Luas Bangunan 100m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2200,0,0,0,0,Perabot,0,0,1,PAM,0,1,0,0,0
Dijual Rumah 1 Lantai Terawat Siap Huni Wiyung Surabaya Selatan di Babatan Indah,Rp980 Jt,"Rp10,9 Jt/m²","Kel. Babatan, Kec. Wiyung, Kota Surabaya",2 Kamar Tidur,Luas Tanah 90m²,Luas Bangunan 90m²,Sertifikat Hak Milik,1.05%,10.38%,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Perabot,1,0,0,PDAM,0,1,0,0,0
Dijual Rumah Murah Lebak Indah Regemcy di Lebak Indah,"Rp1,5 M","Rp12,9 Jt/m²","Kel. Tanah Kali Kedinding, Kec. Kenjeran, Kota Surabaya",4 Kamar Tidur,Luas Tanah 120m²,Luas Bangunan 145m²,Sertifikat Hak Milik,1.05%,10.38%,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
Dijual Rumah Grees Siap Huni di Sutorejo Surabaya Timur,"Rp2,4 M","Rp21,6 Jt/m²","Kel. Dukuh Sutorejo, Kec. Mulyorejo, Kota Surabaya",4 Kamar Tidur,Luas Tanah 111m²,Luas Bangunan 156m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,1,0,0,0,0,0,Perabot,0,0,1,PDAM,0,0,0,0,1
Dijual Rumah Palma Grandia di Citraland,"Rp2,5 M","Rp13,9 Jt/m²","Kel. Pakal, Kec. Pakal, Kota Surabaya",4 Kamar Tidur,Luas Tanah 180m²,Luas Bangunan 158m²,Hak Guna Bangunan,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,1,PDAM,0,0,0,0,0
Dijual Rumah Murah Kawasan Elit Citraland di Benowo,"Rp1,7 M","Rp24,3 Jt/m²","Kel. Benowo, Kec. Pakal, Kota Surabaya",4 Kamar Tidur,Luas Tanah 72m²,Luas Bangunan 137m²,Sertifikat Hak Milik,1.05%,10.38%,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
"Dijual Rumah Tenggilis Mejoyo Surabaya Dkt Petra, Transmart Le di Tenggilis Mejoyo","Rp1,6 M","Rp18,3 Jt/m²","Kel. Tengilis Mejoyo, Kec. Tenggilis Mejoyo, Kota Surabaya",4 Kamar Tidur,Luas Tanah 90m²,Luas Bangunan 145m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,2200,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
Dijual Rumah Strategis Cocok Usaha/tempat Tinggal SHM di Nginden Kota II,"Rp2,4 M","Rp5,8 Jt/m²","Kel. Nginden Jangkungan, Kec. Sukolilo, Kota Surabaya",7 Kamar Tidur,Luas Tanah 420m²,Luas Bangunan 200m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
Dijual Rumah Baru Wiyung Surabaya di Jl Karangan Jaya Surabaya,Rp800 Jt,"Rp8,9 Jt/m²","Kel. Babatan, Kec. Wiyung, Kota Surabaya",2 Kamar Tidur,Luas Tanah 90m²,Luas Bangunan 55m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
Dijual Rumah 8x33 Selangkah Patmosusastro Harga Dibawah Pasar di Patmosusastro Dalam Gang,"Rp1,5 M","Rp5,5 Jt/m²","Kel. Pakis, Kec. Sawahan, Kota Surabaya",3 Kamar Tidur,Luas Tanah 273m²,Luas Bangunan 200m²,Sertifikat Hak Milik,1.05%,10.38%,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2200,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0
Dijual Rumah Kos Siap Huni Manukan Tandes Sukomanunggal Murah di Manukan Perumahan,"Rp1,4 M","Rp15,6 Jt/m²","Kel. Manukan Kulon, Kec. Tandes, Kota Surabaya",6 Kamar Tidur,Luas Tanah 90m²,Luas Bangunan 155m²,Sertifikat Hak Milik,1.05%,10.38%,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,3,0,1,0,0,0,0,0,2,0,2200,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0
Dijual Rumah Mewah Lokasi Premium Di Pusat Kota Surabaya. di Raya Walikota Mustajab,Rp26 M,"Rp43,3 Jt/m²","Kel. Gubeng, Kec. Gubeng, Kota Surabaya",3 Kamar Tidur,Luas Tanah 600m²,Luas Bangunan 400m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,3500,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,1
Dijual Rumah Lokasih Bagus di Platuk Surabaya,"Rp1,5 M","Rp10,4 Jt/m²","Kel. Sidotopo/Sidoropo Wetan, Kec. Kenjeran, Kota Surabaya",3 Kamar Tidur,Luas Tanah 144m²,Luas Bangunan 230m²,Sertifikat Hak Milik,1.05%,10.38%,1,0,2,0,1,0,0,0,1,0,0,0,1,0,1,3,0,0,0,0,0,0,0,2,0,2200,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0
Dijual Rumah Hitung Tanah Super Strategis di Jalan Raya Pandegiling Surabaya Pusat,Rp16 M,Rp19 Jt/m²,"Kel. Keputran, Kec. Tegalsari, Kota Surabaya",30 Kamar Tidur,Luas Tanah 841m²,Luas Bangunan 750m²,Sertifikat Hak Milik,1.05%,10.38%,1,0,15,0,1,0,0,0,0,1,0,0,0,0,1,30,0,1,0,1,0,0,0,1,0,0,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0
Dijual Rumah Dibawah Pasaran Di Manyar Adi Gubeng Kertajaya Sby di Manyar,"Rp1,7 M","Rp8,1 Jt/m²","Kel. Kertajaya, Kec. Gubeng, Kota Surabaya",5 Kamar Tidur,Luas Tanah 209m²,Luas Bangunan 233m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Perabot,1,0,1,PDAM,0,0,0,0,0
Dijual Rumah Murah 2 Lantai Siap Huni Dekat Merr di Penjaringan Asri,Rp430 Jt,Rp13 Jt/m²,"Kel. Penjaringansari (Penjaringan Sari), Kec. Rungkut, Kota Surabaya",2 Kamar Tidur,Luas Tanah 33m²,Luas Bangunan 60m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,Perabot,1,0,1,PDAM,0,0,0,0,0
Dijual Rumah Baru Minimalis Siap Huni di Grand Pakuwon Dekat Darmo Sukomanunggal,Rp3 M,"Rp22,2 Jt/m²","Kel. Banjar Sugian / Sugihan, Kec. Tandes, Kota Surabaya",4 Kamar Tidur,Luas Tanah 135m²,Luas Bangunan 300m²,-,1.05%,10.38%,0,0,3,0,0,1,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,1,0,1,PAM,0,1,0,0,0
Dijual Rumah Bagus Minimalis Kondisi Terawat Lokasi Strategis di Citraland Diamond Hill,"Rp4,2 M","Rp14,6 Jt/m²","Kel. Sambikerep, Kec. Sambikerep, Kota Surabaya",3 Kamar Tidur,Luas Tanah 288m²,Luas Bangunan 288m²,Sertifikat Hak Milik,1.05%,10.38%,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0
Dijual Rumah Bagus 2 Lantai Lingkungan Nyaman Lokasi Strategis di Pakuwon City Villa Royal,Rp8 M,"Rp21,3 Jt/m²","Kel. Kalisari, Kec. Mulyorejo, Kota Surabaya",5 Kamar Tidur,Luas Tanah 375m²,Luas Bangunan 375m²,Sertifikat Hak Milik,1.05%,10.38%,0,1,2,0,1,0,0,0,2,0,0,0,0,0,0,4,0,1,0,0,0,0,0,2,0,0,0,1,0,0,Perabot,0,0,0,PAM,0,0,0,0,0
Dijual Rumah Baru Murah Di Kebraon di Perumahan Taman Jivva,Rp592 Jt,"Rp11,8 Jt/m²","Kel. Kebraon, Kec. Karangpilang, Kota Surabaya",2 Kamar Tidur,Luas Tanah 50m²,Luas Bangunan 32m²,Hak Guna Bangunan,1.05%,10.38%,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Perabot,0,0,1,PDAM,0,0,0,0,1
Dijual Rumah Murah di Pagesangan Baru Gayungsari,"Rp4,5 M","Rp19,1 Jt/m²","Kel. Gayungan, Kec. Gayungan, Kota Surabaya",7 Kamar Tidur,Luas Tanah 240m²,Luas Bangunan 460m²,Sertifikat Hak Milik,1.05%,10.38%,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,1,0,1,PDAM,0,1,0,0,0
Dijual Rumah Murah 2lt di Jambangan Indah Surabaya,"Rp1,1 M","Rp14,9 Jt/m²","Kel. Jambangan, Kec. Jambangan, Kota Surabaya",3 Kamar Tidur,Luas Tanah 77m²,Luas Bangunan 90m²,Sertifikat Hak Milik,1.05%,10.38%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,1,PDAM,0,1,0,0,0
Dijual Rumah Dkt Merr Galaxy Mall Regency 21 Dkt Club House di Regency 21,"Rp5,3 M","Rp25,2 Jt/m²","Kel. Klampis Ngasem, Kec. Sukolilo, Kota Surabaya",5 Kamar Tidur,Luas Tanah 212m²,Luas Bangunan 330m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5,0,1,1,0,0,0,0,2,0,0,0,0,0,0,Perabot,1,0,1,PDAM,0,1,0,0,0
Dijual Rumah Murah Siap Huni di Jemursari Dkt Bendul Merisi,"Rp2,5 M",Rp13 Jt/m²,"Kel. Jemur Wonosari, Kec. Wonocolo, Kota Surabaya",5 Kamar Tidur,Luas Tanah 200m²,Luas Bangunan 250m²,Sertifikat Hak Milik,1.05%,10.38%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,1,PDAM,0,1,0,0,0
Dijual Rumah Murah di Graha Sampurna Wiyung,"Rp1,8 M",Rp14 Jt/m²,"Kel. Wiyung, Kec. Wiyung, Kota Surabaya",4 Kamar Tidur,Luas Tanah 135m²,Luas Bangunan 180m²,Sertifikat Hak Milik,1.05%,10.38%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,1,PDAM,0,1,0,0,0
Dijual Rumah Luas Bersih Di Rungkut Menanggal Harapan Surabaya di Rungkut Menanggal Harapan,"Rp2,1 M","Rp10,5 Jt/m²","Kel. Kalirungkut (Kali Rungkut), Kec. Rungkut, Kota Surabaya",4 Kamar Tidur,Luas Tanah 200m²,Luas Bangunan 160m²,Sertifikat Hak Milik,1.05%,10.38%,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,0,1,1,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,1,PDAM,0,0,0,0,0
Dijual Rumah Cepat Murah Poll Gayungan Ketintang Surabaya di Ketintang,"Rp2,9 M","Rp11,7 Jt/m²","Kel. Ketintang, Kec. Gayungan, Kota Surabaya",9 Kamar Tidur,Luas Tanah 247m²,Luas Bangunan 400m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,7,0,1,0,0,0,0,0,2,0,4400,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0
Dijual Rumah Baru Gress di WISMA MUKTI,"Rp2,7 M","Rp20,4 Jt/m²","Kel. Klampis Ngasem, Kec. Sukolilo, Kota Surabaya",3 Kamar Tidur,Luas Tanah 135m²,Luas Bangunan 210m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,3,0,1,0,0,0,1,0,0,0,1,0,0,4,0,1,0,0,0,0,0,2,0,2200,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0
"Dijual Rumah Murah Kota Surabaya, House Of Korea. di Wonorejo","Rp389,6 Jt","Rp18,6 Jt/m²","Kel. Rungkut Kidul, Kec. Rungkut, Kota Surabaya",2 Kamar Tidur,Luas Tanah 21m²,Luas Bangunan 25m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2,0,0,1,0,0,1,Perabot,1,0,0,PDAM,0,1,0,0,0
Dijual Rumah Posisi Hook Semi Furnished di Northwest,"Rp1,3 M","Rp18,1 Jt/m²","Kel. Sambikerep, Kec. Sambikerep, Kota Surabaya",2 Kamar Tidur,Luas Tanah 72m²,Luas Bangunan 80m²,Hak Guna Bangunan,1.05%,10.38%,0,0,2,0,0,0,0,0,1,1,0,0,1,0,0,2,0,1,0,0,0,0,0,2,0,2200,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0
"Dijual Rumah Taman Pondok Indah Wiyung Dekat Pakuwon Mall, Tol di Taman Pondok Indah, Wiyung","Rp1,1 M","Rp8,1 Jt/m²","Kel. Babatan, Kec. Wiyung, Kota Surabaya",2 Kamar Tidur,Luas Tanah 136m²,Luas Bangunan 131m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2200,0,0,0,0,Perabot,1,0,0,PAM,0,0,0,0,0
Dijual Rumah Baru 1 Unit Saja Stu 3bln Cicilan Tanpa Bunga di Wonorejo,Rp550 Jt,"Rp7,6 Jt/m²","Kel. Wonorejo, Kec. Rungkut, Kota Surabaya",2 Kamar Tidur,Luas Tanah 72m²,Luas Bangunan 72m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1300,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0
Dijual Rumah Murah Di Pusat Kota Surabaya Sangat Strategis di Kedungsari 20 Surabaya,"Rp8,3 M",Rp21 Jt/m²,"Kel. Kedungdoro, Kec. Tegalsari, Kota Surabaya",5 Kamar Tidur,Luas Tanah 396m²,Luas Bangunan 500m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0
Dijual Rumah 2.4 M di Rungkut Harapan,"Rp2,4 M",Rp12 Jt/m²,"Kel. Rungkut Kidul, Kec. Rungkut, Kota Surabaya",4 Kamar Tidur,Luas Tanah 200m²,Luas Bangunan 190m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,3500,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0
Dijual Rumah 2lt Baru Ready Gading Karya Surabaya Timur di Gading Karya Surabaya,Rp385 Jt,"Rp14,3 Jt/m²","Kel. Tambaksari, Kec. Tambaksari, Kota Surabaya",2 Kamar Tidur,Luas Tanah 27m²,Luas Bangunan 50m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
"Dijual Rumah Murah, HARGA HITUNG TANAH KAWASAN STRATEGIS di Ngagel Jaya","Rp1,9 M",Rp7 Jt/m²,"Kel. Pucang Sewu, Kec. Gubeng, Kota Surabaya",5 Kamar Tidur,Luas Tanah 270m²,Luas Bangunan 200m²,-,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
Dijual Rumah Ngagel Wasana Bisa Buat Kost di Ngagel Wasana,"Rp1,2 M","Rp11,8 Jt/m²","Kel. Baratajaya, Kec. Gubeng, Kota Surabaya",6 Kamar Tidur,Luas Tanah 106m²,Luas Bangunan 112m²,-,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
Dijual Rumah Di Kawasan Elit Royal Residence Surabaya. di Royal Residence Wiyung Surabaya,Rp3 M,"Rp17,6 Jt/m²","Kel. Wiyung, Kec. Wiyung, Kota Surabaya",4 Kamar Tidur,Luas Tanah 170m²,Luas Bangunan 150m²,Hak Guna Bangunan,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
Dijual Rumah Dharmahusada Indah Barat di Dharmahusada Indah Barat,"Rp8,8 M","Rp12,7 Jt/m²","Kel. Mojo, Kec. Gubeng, Kota Surabaya",6 Kamar Tidur,Luas Tanah 692m²,Luas Bangunan 1000m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,6,0,1,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0
"Dijual Rumah Baru Minimalis, Lokasi Ciamikkk... Dekat Gwalk di Puri Widya Kencana",Rp7 M,"Rp23,8 Jt/m²","Kel. Lakarsantri (Lakar Santri), Kec. Lakarsantri, Kota Surabaya",5 Kamar Tidur,Luas Tanah 294m²,Luas Bangunan 630m²,Hak Guna Bangunan,1.05%,10.38%,0,0,3,0,1,1,0,0,2,0,0,0,1,0,0,5,0,0,0,0,0,0,0,2,0,2200,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0
"Dijual Rumah Free Biaya2, Cepat ,Kutisari Indah Utara di Jl Kutisari Indah Utara IX","Rp1,2 M","Rp14,6 Jt/m²","Kel. Kutisari, Kec. Tenggilis Mejoyo, Kota Surabaya",3 Kamar Tidur,Luas Tanah 82m²,Luas Bangunan 120m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,4,0,0,1,0,0,1,0,0,1,0,0,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,Perabot,1,0,0,PAM,0,0,0,0,0
Dijual Rumah Idaman di Jl Raya Sememi,Rp430 Jt,"Rp7,2 Jt/m²","Kel. Sememi, Kec. Benowo, Kota Surabaya",2 Kamar Tidur,Luas Tanah 60m²,Luas Bangunan 60m²,Sertifikat Hak Milik,1.05%,10.38%,1,1,5,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0
"Dijual Rumah Butuh Cepat.. di Carnelian, Palma Grandia Citraland Surabaya","Rp2,5 M","Rp13,9 Jt/m²","Kel. Made, Kec. Sambikerep, Kota Surabaya",5 Kamar Tidur,Luas Tanah 180m²,Luas Bangunan 158m²,Hak Guna Bangunan,1.05%,10.38%,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,2200,0,0,0,0,Perabot,0,0,0,PAM,1,0,0,0,0
Dijual Rumah Murah Pol Kebraon Gayungsari Cito Jambangan Sby di Kebraon Surabaya,"Rp2,6 M","Rp6,9 Jt/m²","Kel. Balas Klumprik, Kec. Wiyung, Kota Surabaya",5 Kamar Tidur,Luas Tanah 378m²,Luas Bangunan 500m²,Sertifikat Hak Milik,1.05%,10.38%,1,0,4,0,0,0,0,0,2,0,0,1,0,0,0,5,0,0,1,0,0,0,0,2,0,3500,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0
"Dijual Rumah 3KT 200m² di Raya Tengger Kandangan, Kandangan, Benowo","Rp2,9 M","Rp14,5 Jt/m²","Kel. Kandangan, Kec. Benowo, Kota Surabaya",3 Kamar Tidur,Luas Tanah 200m²,Luas Bangunan 150m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
Dijual Rumah Siap Huni Semi Furnish Dekat Kampus Its Dan Wk di Mulyosari Prima,"Rp1,3 M","Rp22,5 Jt/m²","Kel. Mulyorejo, Kec. Mulyorejo, Kota Surabaya",3 Kamar Tidur,Luas Tanah 60m²,Luas Bangunan 100m²,Sertifikat Hak Milik,1.05%,10.38%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0,2,0,0,0,0,0,0,Perabot,1,0,0,PDAM,0,1,0,0,0
Dijual Rumah 2 Lantai Graha Sampurna Lingkungan Nyaman di Wiyung,"Rp1,9 M","Rp14,1 Jt/m²","Kel. Wiyung, Kec. Wiyung, Kota Surabaya",4 Kamar Tidur,Luas Tanah 135m²,Luas Bangunan 180m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,2200,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,1
Dijual Rumah Milik Sendiri Butuh Uang di Jln Jagiran,Rp2 M,"Rp9,3 Jt/m²","Kel. Tambaksari, Kec. Tambaksari, Kota Surabaya",8 Kamar Tidur,Luas Tanah 216m²,Luas Bangunan 250m²,Hak Guna Bangunan,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
"Dijual Rumah Baru Plus LIFT Dkt Pakuwon Indah, Graha Family di Jalan Golf Avenue Citraland Surabaya Barat","Rp9,8 M","Rp43,8 Jt/m²","Kel. Lakarsantri (Lakar Santri), Kec. Lakarsantri, Kota Surabaya",5 Kamar Tidur,Luas Tanah 224m²,Luas Bangunan 600m²,Hak Guna Bangunan,1.05%,10.38%,0,0,3,0,0,0,1,1,3,1,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,Perabot,0,0,0,PAM,0,0,1,0,0
"Dijual Rumah Baru Dekat UC, Hokky Buah , Ciputra Hospital di Jalan Greenwood Citraland , Surabaya","Rp5,9 M","Rp32,8 Jt/m²","Kel. Made, Kec. Sambikerep, Kota Surabaya",5 Kamar Tidur,Luas Tanah 180m²,Luas Bangunan 380m²,Hak Guna Bangunan,1.05%,10.38%,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0
Dijual Rumah 725 Jt di Tambak Medokan Ayu,Rp725 Jt,"Rp7,3 Jt/m²","Kel. Medokan Ayu, Kec. Rungkut, Kota Surabaya",3 Kamar Tidur,Luas Tanah 100m²,Luas Bangunan 75m²,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1300,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0
