Judul,Harga,Harga per m²,Kamar,Luas Tanah,Luas Bangunan,Kepemilikan Tanah,Pertumbuhan IHPR YoY,Suku Bunga KPR Nasional,Ac,Akses 24/7,Akses mobil,Akses wifi,Atm center,Balkon,Bank,Bathtub,Carport,Cctv,Garasi,Gorden,Gym,Internet berkecepatan,Jogging track,Kamar mandi,Kasur,Keamanan 24 jam,Kitchen set,Kolam publik,Kolam renang,Kompor,Kulkas,Lantai,Lemari pakaian,Listrik,Microwave,Minimarket,Musholla,Oven,Perabot,Pompa air,Restoran,Shower,Sumber air,Taman,Tangki air,Telepon,Tempat parkir,Water heater,Desa,Kecamatan,Kota,log_harga,log_Harga
Dijual Rumah Mewah 2 Lantai di Pagesangan Baru Gayungsari Surabaya,4600000000.0,19200000.0,7,240,460,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kec. Gayungan, Kota Surabaya,,22.24932214065885,22.24932214065885
Dijual Rumah Siap Huni di Perumahan Babatan Pantai Kenjeran Surabaya,2300000000.0,24500000.0,4,96,160,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kec. Kenjeran, Kota Surabaya,,21.556174960316298,21.556174960316298
"Dijual Rumah Evergreen De Parc, Gunung Anyar SurabayDekat MERR di Perumahan Evergreen De Parc D/06",1400000000.0,14600000.0,3,96,54,Sertifikat Hak Milik,1.05%,10.38%,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,1,0,0,1,1,2,1,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Gunung Anyar Tambak, Kec. Gunung Anyar (Gununganyar), Kota Surabaya,21.05973807428191,21.05973807428191
Dijual Rumah Bagus Siap Huni di CITRALAND GOLF JDW 67,4200000000.0,21900000.0,5,192,270,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kec. Lakarsantri, Kota Surabaya,,22.15835036247383,22.15835036247383
Dijual Rumah Siap Huni di PLOSO TIMUR AG 22,1100000000.0,9500000.0,3,116,70,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kec. Tambaksari, Kota Surabaya,,20.818576017659826,20.818576017659826
Dijual Rumah Murah Jalan 0 Desa di Pakal,700000000.0,6300000.0,3,112,110,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Pakal, Kec. Pakal, Kota Surabaya,20.36659089443625,20.36659089443625
Dijual Rumah Murah Daerah Gunungsari Indah Wiyung Dekat Mastrip di Wiyung,800000000.0,8300000.0,2,96,90,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Wiyung, Kec. Wiyung, Kota Surabaya,20.500122286882203,20.500122286882203
Dijual Rumah Cepat di Palm Spring di Jambangan,2800000000.0,14100000.0,8,199,280,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,1,0,0,2,0,0,0,1,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0,Kel. Jambangan, Kec. Jambangan, Kota Surabaya,21.752885254484713,21.752885254484713
Dijual Rumah PURI GALAXY SURABAYA KAWASAN ELIT MEWAH di Keputih,7900000000.0,17600000.0,4,450,600,Sertifikat Hak Milik,1.05%,10.38%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,2,0,0,0,1,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Keputih, Kec. Sukolilo, Kota Surabaya,22.79012859654597,22.79012859654597
Dijual Rumah Impian Siap Huni Dekat Mall Dekat Sekolah di Pakuwon City,3300000000.0,22900000.0,3,144,160,Sertifikat Hak Milik,1.05%,10.38%,1,0,3,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,5500,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,1,Kec. Mulyorejo, Kota Surabaya,,21.917188305721876,21.917188305721876
Dijual Rumah Semi Furnish Mewah Siap Nego di Galaxy Bumi Permai,5800000000.0,28300000.0,5,207,300,Sertifikat Hak Milik,1.05%,10.38%,1,0,3,0,0,1,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,5500,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0,Kec. Mulyorejo, Kota Surabaya,,22.4811237546712,22.4811237546712
"Dijual Rumah Murah Bonus Ac, Gorden di Pakuwon City",1600000000.0,23300000.0,3,72,84,Sertifikat Hak Milik,1.05%,10.38%,1,0,3,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,2200,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0,Kec. Mulyorejo, Kota Surabaya,,21.193269466817146,21.193269466817146
Dijual Rumah 1 Lantai di Manyar Kertoarjo,3600000000.0,14000000.0,3,261,261,Sertifikat Hak Milik,1.05%,10.38%,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,4400,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0,Kel. Menur Pumpungan, Kec. Sukolilo, Kota Surabaya,22.004199682686252,22.004199682686252
Dijual Rumah 1 Lantai di Villa Kalijudan Indah,4300000000.0,9700000.0,4,450,400,Sertifikat Hak Milik,1.05%,10.38%,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Perabot,0,0,0,PAM,1,0,0,1,0,Kel. Kalijudan, Kec. Mulyorejo, Kota Surabaya,22.181880859878486,22.181880859878486
Dijual Rumah Murah Bagus Full Furnish Siap Huni di Mulyosari Utara,2400000000.0,15200000.0,4,165,250,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,1,4400,0,0,0,0,Perabot,0,0,1,PAM,0,0,0,0,0,Kel. Mulyorejo, Kec. Mulyorejo, Kota Surabaya,21.59873457471698,21.59873457471698
Dijual Rumah Murah di Medokan Tengah 2 No 18,850000000.0,9300000.0,3,91,134,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Medokan Ayu, Kec. Rungkut, Kota Surabaya,20.560746908625106,20.560746908625106
Dijual Rumah Mulyosari Dekat Jln Raya di Mulyosari Satu,1400000000.0,19400000.0,3,72,110,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0,Kel. Kalisari, Kec. Mulyorejo, Kota Surabaya,21.05973807428191,21.05973807428191
Dijual Rumah Baru Modern Minimalis Strategis Dekat Pakuwon City di Mulyosari,2500000000.0,20800000.0,5,120,170,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Mulyorejo, Kec. Mulyorejo, Kota Surabaya,21.639556569220566,21.639556569220566
"Dijual Rumah KOST SIAP USAHA JL GUBENG KERTAJAYA, SURABAYA di Kertajaya",7200000000.0,25300000.0,10,285,477,-,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Gubeng, Kec. Gubeng, Kota Surabaya,22.69734686310731,22.69734686310731
"Dijual Rumah Bagus Siap Pakai, Selangkah Raya Merr, di Baruk Utara",1800000000.0,12000000.0,2,150,107,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2200,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Kedung Baruk, Kec. Rungkut, Kota Surabaya,21.311052502404085,21.311052502404085
"Dijual Rumah 2 Lantai Dekat Rungkut, Tenggilis, Gayungan di Bendul Merisi",2700000000.0,16900000.0,3,160,280,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Bendul Merisi, Kec. Wonocolo, Kota Surabaya,21.716517610327063,21.716517610327063
"Dijual Rumah Baru 2 Lantai Dekat Mulyosari, Unair Kampus C di Griya Asri Pakuwon City",2500000000.0,27500000.0,3,91,135,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Kejawaan Putih Tambak (Kejawen Putih Tambak), Kec. Mulyorejo, Kota Surabaya,21.639556569220566,21.639556569220566
Dijual Rumah 2 Lantai Di Jalan Rungkut Asri Utara Surabaya di Jl. Rungkut Asri Utara XI/I - Kali Rungkut Surabaya,4500000000.0,11200000.0,3,406,356,Hak Guna Bangunan,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Kalirungkut (Kali Rungkut), Kec. Rungkut, Kota Surabaya,22.227343233944907,22.227343233944907
Dijual Rumah Kos Full Penghuni Lokasi di Mojoarum Gubeng MH,6500000000.0,18500000.0,16,351,506,Sertifikat Hak Milik,1.05%,10.38%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,1,0,0,Kel. Gubeng, Kec. Gubeng, Kota Surabaya,22.59506801400185,22.59506801400185
Dijual Rumah Kos Cocok Untuk Invest Lokasi di Mojoarum MH,6500000000.0,18500000.0,16,351,506,Sertifikat Hak Milik,1.05%,10.38%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,1,0,0,Kel. Gubeng, Kec. Gubeng, Kota Surabaya,22.59506801400185,22.59506801400185
Dijual Rumah Luas Siap Huni Lokasi di Perum Griya Mitra Asri MH,1800000000.0,16500000.0,4,112,200,Sertifikat Hak Milik,1.05%,10.38%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,1,0,0,Kel. Sememi, Kec. Benowo, Kota Surabaya,21.311052502404085,21.311052502404085
Dijual Rumah Luas Siap Huni Lokasi di Perum Griya Mitra Asri MH,1800000000.0,16500000.0,4,112,200,Sertifikat Hak Milik,1.05%,10.38%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,1,0,0,Kel. Sememi, Kec. Benowo, Kota Surabaya,21.311052502404085,21.311052502404085
Dijual Rumah Siap Huni Lokasi di Perum Griya Mitra Asri MH,1800000000.0,16500000.0,4,112,200,Sertifikat Hak Milik,1.05%,10.38%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,1,0,0,Kel. Sememi, Kec. Benowo, Kota Surabaya,21.311052502404085,21.311052502404085
Dijual Rumah Turun Harga Siap Huni di Royal Residen MH,3200000000.0,18800000.0,4,175,250,Sertifikat Hak Milik,1.05%,10.38%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,1,0,0,Kel. Wiyung, Kec. Wiyung, Kota Surabaya,21.886416647064593,21.886416647064593
Dijual Rumah Murah Turun Harga Lokasi di Royal Residen MH,3200000000.0,18800000.0,4,175,250,Sertifikat Hak Milik,1.05%,10.38%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,1,0,0,Kel. Wiyung, Kec. Wiyung, Kota Surabaya,21.886416647064593,21.886416647064593
Dijual Rumah Usaha Siap Huni di Gayung Kebonsari Timur MH,4800000000.0,24000000.0,5,200,270,Sertifikat Hak Milik,1.05%,10.38%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,1,0,0,Kel. Gayungan, Kec. Gayungan, Kota Surabaya,22.29188175506859,22.29188175506859
Dijual Rumah Usaha Siap Huni di Gayung Kebonsari MH,4800000000.0,24000000.0,5,200,270,Sertifikat Hak Milik,1.05%,10.38%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,1,0,0,Kel. Gayungan, Kec. Gayungan, Kota Surabaya,22.29188175506859,22.29188175506859
Dijual Rumah Siap Huni Lokasi di Manyar Kertoadi MH,8500000000.0,18900000.0,6,450,480,Sertifikat Hak Milik,1.05%,10.38%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,1,0,0,Kel. Manyar Sabrangan, Kec. Mulyorejo, Kota Surabaya,22.86333200056033,22.86333200056033
Dijual Rumah Luas Siap Huni di Manyar Kertoadi MH,8500000000.0,18900000.0,6,450,480,Sertifikat Hak Milik,1.05%,10.38%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,1,0,0,Kel. Manyar Sabrangan, Kec. Mulyorejo, Kota Surabaya,22.86333200056033,22.86333200056033
Dijual Rumah Terawat Siap Huni di Wisma Kedung Asem MH,2500000000.0,23100000.0,4,108,150,Sertifikat Hak Milik,1.05%,10.38%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,1,0,0,Kel. Rungkut Kidul, Kec. Rungkut, Kota Surabaya,21.639556569220566,21.639556569220566
Dijual Rumah Terawat Bangunan 2 Lantai di Wisma Kedung Asem MH,2500000000.0,23100000.0,4,108,150,Sertifikat Hak Milik,1.05%,10.38%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,1,0,0,Kel. Rungkut Kidul, Kec. Rungkut, Kota Surabaya,21.639556569220566,21.639556569220566
Dijual Rumah 2 Lantai Minimalis Unfurnish Siap Huni One Gate di Pantai Mentari Cluster The Hampton,1400000000.0,14200000.0,4,102,150,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Kalisari, Kec. Mulyorejo, Kota Surabaya,21.05973807428191,21.05973807428191
Dijual Rumah Mewah Siap Huni di Dharmahusada Indah MH,7500000000.0,20300000.0,5,369,550,Sertifikat Hak Milik,1.05%,10.38%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,1,0,0,Kel. Gubeng, Kec. Gubeng, Kota Surabaya,22.73816885762201,22.73816885762201
Dijual Rumah Bagus 2 Lantai Lokasi Strategis di Wisma Kedung Asem MH,2500000000.0,23100000.0,4,108,150,Sertifikat Hak Milik,1.05%,10.38%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,1,0,0,Kel. Rungkut Kidul, Kec. Rungkut, Kota Surabaya,21.639556569220566,21.639556569220566
Dijual Rumah Luas Siap Huni di Manyar Kertoadi MH,8500000000.0,18900000.0,6,450,480,Sertifikat Hak Milik,1.05%,10.38%,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,1,0,0,Kel. Manyar Sabrangan, Kec. Mulyorejo, Kota Surabaya,22.86333200056033,22.86333200056033
Dijual Rumah Kawasan Dharmahusada Dekat Depot Bu Rudy di Mojo Arum,2600000000.0,10800000.0,3,240,150,Sertifikat Hak Milik,1.05%,10.38%,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2200,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0,Kel. Kalijudan, Kec. Mulyorejo, Kota Surabaya,21.678777282358464,21.678777282358464
"Dijual Rumah Citraland Cluster Bukit Palma, Surabaya di Citraland Cluster Bukit Palma E8 No 10",1300000000.0,10800000.0,3,120,100,Hak Guna Bangunan,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Pakal, Kec. Pakal, Kota Surabaya,20.985630102183134,20.985630102183134
Dijual Rumah Rumah Baru Indent 2bln Minimal Harga Ekonomis di Sememi Belakang Sma Negeri 12 Surabaya,195000000.0,6500000.0,2,30,40,Girik,1.05%,10.38%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,900,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0,Kel. Sememi, Kec. Benowo, Kota Surabaya,19.088510121656228,19.088510121656228
Dijual Rumah Ready Unitttt 2 Lantai Disurabaya Lhoooo di Pakal Beiji Surabaya,835000000.0,7300000.0,2,114,70,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Pakal, Kec. Pakal, Kota Surabaya,20.542942284012735,20.542942284012735
Dijual Rumah Rumah Baru Bangunan Kokoh Minimalis Harga Ekonomis di Klakarejo Depan Pasar Sememi,275000000.0,6500000.0,3,42,50,Girik,1.05%,10.38%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,900,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0,Kel. Kandangan, Kec. Benowo, Kota Surabaya,19.432281659267208,19.432281659267208
Dijual Rumah Siap Huni Full Furnish di Grand Island Suvadiva,2100000000.0,29200000.0,4,72,98,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,3500,0,0,0,0,Perabot,0,0,0,PAM,0,0,0,0,0,Kel. Kalisari, Kec. Mulyorejo, Kota Surabaya,21.465203182151978,21.465203182151978
"Dijual Rumah Strategis, Cocok Buat Bisnis dan Tempat Tinggal di Jalan Raya Rungkut Menanggal Harapan Blok J Nomor 8, Surabaya",4300000000.0,21700000.0,4,198,131,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Rungkut Menanggal, Kec. Gunung Anyar (Gununganyar), Kota Surabaya,22.181880859878486,22.181880859878486
Dijual Rumah 2 Lantai 7kt Dekat Upn Cocok Buat Kos di Rungkut Asri,2100000000.0,10500000.0,8,200,385,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Rungkut Kidul, Kec. Rungkut, Kota Surabaya,21.465203182151978,21.465203182151978
Dijual Rumah Baru Termurah di Rungkut,1100000000.0,22000000.0,3,50,80,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Penjaringansari (Penjaringan Sari), Kec. Rungkut, Kota Surabaya,20.818576017659826,20.818576017659826
Dijual Rumah SIAP HUNI MINIMALIS di Griya Galaxy,2100000000.0,20500000.0,4,105,155,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,4400,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Penjaringansari (Penjaringan Sari), Kec. Rungkut, Kota Surabaya,21.465203182151978,21.465203182151978
"Dijual Rumah MINIMALIS HUNIAN NYAMAN di Citraland , Alam Hijau",2700000000.0,22500000.0,4,120,250,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,5500,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Sambikerep, Kec. Sambikerep, Kota Surabaya,21.716517610327063,21.716517610327063
Dijual Rumah SELANGKAH DARI MERR di Baruk Utara,4000000000.0,16700000.0,3,240,200,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1300,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Penjaringansari (Penjaringan Sari), Kec. Rungkut, Kota Surabaya,22.109560198316302,22.109560198316302
Dijual Rumah LOKASI STRATEGIS di Wisma Permai Tengah,2400000000.0,17800000.0,3,135,135,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1300,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Mulyorejo, Kec. Mulyorejo, Kota Surabaya,21.59873457471698,21.59873457471698
Dijual Rumah LOKASI DEKAT UPN DAN MERR di Penjaringan Sari,4500000000.0,11900000.0,4,378,300,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,5500,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Penjaringansari (Penjaringan Sari), Kec. Rungkut, Kota Surabaya,22.227343233944907,22.227343233944907
"Dijual Rumah SIAP HUNI BANGUNAN 3 LANTAI di Citraland, Northwest Park",1700000000.0,19400000.0,5,90,200,Hak Guna Bangunan,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,4400,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Sambikerep, Kec. Sambikerep, Kota Surabaya,21.253894088596816,21.253894088596816
Dijual Rumah HARGA 1M'AN DEKAT MERR di Pandugo Baru,1300000000.0,12400000.0,2,105,80,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2200,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Penjaringansari (Penjaringan Sari), Kec. Rungkut, Kota Surabaya,20.985630102183134,20.985630102183134
"Dijual Rumah DEKAT GALAXY MALL, UNIAR, DAN ITS di Kertajaya Indah Regency",7000000000.0,39100000.0,7,179,537,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3500,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Kertajaya, Kec. Gubeng, Kota Surabaya,22.66917598614458,22.66917598614458
"Dijual Rumah DEKAT GALAXY MALL, STRATEGIS di Manyar Kartika",3600000000.0,12000000.0,4,300,200,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,2200,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Manyar Sabrangan, Kec. Mulyorejo, Kota Surabaya,22.004199682686252,22.004199682686252
Dijual Rumah LOKASI STRATEGIS di Dharmahusada Indah Barat,5900000000.0,13100000.0,4,450,450,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,3500,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Mojo, Kec. Gubeng, Kota Surabaya,22.498218188027575,22.498218188027575
Dijual Rumah 2 LANTAI POSISI HOOK di Royal Ketintang Regency,3500000000.0,17000000.0,4,206,150,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,2200,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Ketintang, Kec. Gayungan, Kota Surabaya,21.976028805727495,21.976028805727495
Dijual Rumah 2 UNIT ON PROGRESS di Kutisari Indah Utara,2100000000.0,17500000.0,4,120,180,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,4400,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Kutisari, Kec. Tenggilis Mejoyo, Kota Surabaya,21.465203182151978,21.465203182151978
Dijual Rumah LOKASI STRATEGIS DEKAT PETRA DAN A YANI di Kutisari Indah Barat,1900000000.0,11700000.0,3,162,162,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,3500,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Kutisari, Kec. Tenggilis Mejoyo, Kota Surabaya,21.365119723645122,21.365119723645122
"Dijual Rumah HARGA NEGO SAMPAI DEAL di Pakuwon City, Taman Mutiara",2700000000.0,24600000.0,3,112,200,Sertifikat Hak Milik,1.05%,10.38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,3500,0,0,0,0,Perabot,0,0,0,PDAM,0,0,0,0,0,Kel. Kejawaan Putih Tambak (Kejawen Putih Tambak), Kec. Mulyorejo, Kota Surabaya,21.716517610327063,21.716517610327063
